shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled,area,color
[@2.0.86175868@]19,40.114759,-88.181612,312,"910.7913044063847",4,#F8F8F2
[@2.0.86175868@]19,40.114753,-88.181592,313,"912.6164016391156",4,#F8F8F2
[@2.0.86175868@]19,40.114747,-88.181571,314,"914.5211502593287",4,#F8F8F2
[@2.0.86175868@]19,40.114741,-88.181551,315,"916.3487121754683",4,#F8F8F2
[@2.0.86175868@]19,40.114735,-88.181531,316,"918.1738094081992",4,#F8F8F2
[@2.0.86175868@]19,40.114729,-88.18151,317,"920.0809197759038",4,#F8F8F2
[@2.0.86175868@]19,40.114723,-88.18149,318,"921.9060170086346",4,#F8F8F2
[@2.0.86175868@]19,40.114716,-88.181467,319,"924.0106079460916",4,#F8F8F2
[@2.0.86175868@]19,40.114709,-88.181443,320,"926.1949622335917",4,#F8F8F2
[@2.0.86175868@]19,40.114701,-88.18142,321,"928.3439989085878",4,#F8F8F2
[@2.0.86175868@]19,40.114694,-88.181397,322,"930.4485898460447",4,#F8F8F2
[@2.0.86175868@]19,40.114687,-88.181373,323,"932.630882449001",4,#F8F8F2
[@2.0.86175868@]19,40.11468,-88.18135,324,"934.7354733864579",4,#F8F8F2
[@2.0.86175868@]19,40.114673,-88.181327,325,"936.8400643239148",4,#F8F8F2
[@2.0.86175868@]19,40.114665,-88.181304,326,"938.9870053995095",4,#F8F8F2
[@2.0.86175868@]19,40.114651,-88.181256,327,"943.3515906054222",4,#F8F8F2
[@2.0.86175868@]19,40.114637,-88.181209,328,"947.6370780620696",4,#F8F8F2
[@2.0.86175868@]19,40.114622,-88.181161,329,"952.0447662602724",4,#F8F8F2
[@2.0.86175868@]19,40.114608,-88.181114,330,"956.3302537169197",4,#F8F8F2
[@2.0.86175868@]19,40.114597,-88.181075,331,"959.8639024451121",4,#F8F8F2
[@2.0.86175868@]19,40.114585,-88.181038,332,"963.2796647801741",4,#F8F8F2
[@2.0.86175868@]19,40.114574,-88.180999,333,"966.8120394327065",4,#F8F8F2
[@2.0.86175868@]19,40.114563,-88.180961,334,"970.2671098779656",4,#F8F8F2
[@2.0.86175868@]19,40.114556,-88.180936,335,"972.5284157601087",4,#F8F8F2
[@2.0.86175868@]19,40.114549,-88.180911,336,"974.7897216422518",4,#F8F8F2
[@2.0.86175868@]19,40.114542,-88.180886,337,"977.051027524395",4,#F8F8F2
[@2.0.86175868@]19,40.114536,-88.180862,338,"979.1958709531032",4,#F8F8F2
[@2.0.86175868@]19,40.11453,-88.1808408,339,"981.1170908377132",4,#F8F8F2
[@2.0.86175868@]19,40.11450333,-88.18084833,340,"984.1503575037593",4,#F8F8F2
[@2.0.86175868@]19,40.11453,-88.1808408,341,"987.1836241698054",5,#F8DEBD
[@2.0.86175868@]19,40.114529,-88.180837,342,"987.5257271210239",5,#F8DEBD
[@2.0.86175868@]19,40.114522,-88.180812,343,"989.787033003167",5,#F8DEBD
[@2.0.86175868@]19,40.114515,-88.180787,344,"992.0483388853102",5,#F8DEBD
[@2.0.86175868@]19,40.114508,-88.180762,345,"994.3096447674533",5,#F8DEBD
[@2.0.86175868@]19,40.114502,-88.180742,346,"996.1347420001841",5,#F8DEBD
[@2.0.86175868@]19,40.114496,-88.180722,347,"997.959839232915",5,#F8DEBD
[@2.0.86175868@]19,40.114491,-88.180701,348,"999.8288035397348",5,#F8DEBD
[@2.0.86175868@]19,40.114485,-88.180681,349,"1001.6539007724657",5,#F8DEBD
[@2.0.86175868@]19,40.114479,-88.180661,350,"1003.4789980051966",5,#F8DEBD
[@2.0.86175868@]19,40.114473,-88.180641,351,"1005.3065599213362",5,#F8DEBD
[@2.0.86175868@]19,40.114467,-88.18062,352,"1007.2136702890408",5,#F8DEBD
[@2.0.86175868@]19,40.114461,-88.1806,353,"1009.0387675217717",5,#F8DEBD
[@2.0.86175868@]19,40.11445,-88.180558,354,"1012.8102638396721",5,#F8DEBD
[@2.0.86175868@]19,40.11444,-88.180517,355,"1016.4678498641016",5,#F8DEBD
[@2.0.86175868@]19,40.114429,-88.180475,356,"1020.239346182002",5,#F8DEBD
[@2.0.86175868@]19,40.114419,-88.180433,357,"1023.9772747956417",5,#F8DEBD
[@2.0.86175868@]19,40.114413,-88.180408,358,"1026.202461669001",5,#F8DEBD
[@2.0.86175868@]19,40.114406,-88.180384,359,"1028.3847542719573",5,#F8DEBD
[@2.0.86175868@]19,40.1144,-88.18036,360,"1030.531695347552",5,#F8DEBD
[@2.0.86175868@]19,40.114394,-88.180335,361,"1032.7568822209112",5,#F8DEBD
[@2.0.86175868@]19,40.114388,-88.180311,362,"1034.8996259492349",5,#F8DEBD
[@2.0.86175868@]19,40.114382,-88.180287,363,"1037.0444693779432",5,#F8DEBD
[@2.0.86175868@]19,40.114376,-88.180263,364,"1039.1914104535379",5,#F8DEBD
[@2.0.86175868@]19,40.11437,-88.180238,365,"1041.4206394498894",5,#F8DEBD
[@2.0.86175868@]19,40.114364,-88.180217,366,"1043.3253880701027",5,#F8DEBD
[@2.0.86175868@]19,40.114358,-88.180195,367,"1045.3111272272658",5,#F8DEBD
[@2.0.86175868@]19,40.114352,-88.180173,368,"1047.296866384429",5,#F8DEBD
[@2.0.86175868@]19,40.114347,-88.180152,369,"1049.1658306912489",5,#F8DEBD
[@2.0.86175868@]19,40.114341,-88.18013,370,"1051.149301727561",5,#F8DEBD
[@2.0.86175868@]19,40.114335,-88.180108,371,"1053.135040884724",5,#F8DEBD
[@2.0.86175868@]19,40.114329,-88.180087,372,"1055.0421512524288",5,#F8DEBD
[@2.0.86175868@]19,40.114323,-88.180065,373,"1057.0256222887408",5,#F8DEBD
[@2.0.86175868@]19,40.114312,-88.180021,374,"1060.9583757714142",5,#F8DEBD
[@2.0.86175868@]19,40.114301,-88.179976,375,"1064.9738138905816",5,#F8DEBD
[@2.0.86175868@]19,40.114291,-88.179931,376,"1068.9566102053823",5,#F8DEBD
[@2.0.86175868@]19,40.114281,-88.179886,377,"1072.939406520183",5,#F8DEBD
[@2.0.86175868@]19,40.114277,-88.179863,378,"1074.9454433682777",5,#F8DEBD
[@2.0.86175868@]19,40.114272,-88.17984,379,"1076.9782285553408",5,#F8DEBD
[@2.0.86175868@]19,40.114267,-88.179817,380,"1079.011013742404",5,#F8DEBD
[@2.0.86175868@]19,40.114262,-88.179793,381,"1081.1220113642012",5,#F8DEBD
[@2.0.86175868@]19,40.114258,-88.17977,382,"1083.1258030668266",5,#F8DEBD
[@2.0.86175868@]19,40.114253,-88.179747,383,"1085.1608014120707",5,#F8DEBD
[@2.0.86175868@]19,40.114248,-88.179724,384,"1087.1957997573147",5,#F8DEBD
[@2.0.86175868@]19,40.114243,-88.179701,385,"1089.2307981025588",5,#F8DEBD
[@2.0.86175868@]19,40.11424,-88.179683,386,"1090.798510771985",5,#F8DEBD
[@2.0.86175868@]19,40.114236,-88.179666,387,"1092.310685594627",5,#F8DEBD
[@2.0.86175868@]19,40.114233,-88.179648,388,"1093.8812669081167",5,#F8DEBD
[@2.0.86175868@]19,40.114229,-88.17963,389,"1095.4746114563868",5,#F8DEBD
[@2.0.86175868@]19,40.114225,-88.179612,390,"1097.067956004657",5,#F8DEBD
[@2.0.86175868@]19,40.114221,-88.179595,391,"1098.5860725980178",5,#F8DEBD
[@2.0.86175868@]19,40.114218,-88.179577,392,"1100.1537852674442",5,#F8DEBD
[@2.0.86175868@]19,40.114214,-88.17956,393,"1101.6659600900862",5,#F8DEBD
[@2.0.86175868@]19,40.11421,-88.179538,394,"1103.589521498886",5,#F8DEBD
[@2.0.86175868@]19,40.114207,-88.179516,395,"1105.487167240587",5,#F8DEBD
[@2.0.86175868@]19,40.114203,-88.179494,396,"1107.4083871251971",5,#F8DEBD
[@2.0.86175868@]19,40.1142,-88.179473,397,"1109.2235921591566",5,#F8DEBD
[@2.0.86175868@]19,40.1141987,-88.1794658,398,"1109.8529700501804",5,#F8DEBD
[@2.0.86175868@]19,40.11416667000001,-88.17947167,399,"1113.4459907583273",5,#F8DEBD
[@2.0.86175868@]19,40.1141987,-88.1794658,400,"1117.0390114664742",6,#9F6164
[@2.0.86175868@]19,40.114196,-88.179451,401,"1118.333033337566",6,#9F6164
[@2.0.86175868@]19,40.114192,-88.179429,402,"1120.2565947463656",6,#9F6164
[@2.0.86175868@]19,40.114189,-88.179407,403,"1122.1542404880668",6,#9F6164
[@2.0.86175868@]19,40.114185,-88.179386,404,"1123.994076295778",6,#9F6164
[@2.0.86175868@]19,40.114181,-88.179363,405,"1125.9978679984035",6,#9F6164
[@2.0.86175868@]19,40.114177,-88.17934,406,"1128.001659701029",6,#9F6164
[@2.0.86175868@]19,40.114174,-88.179317,407,"1129.9873988581921",6,#9F6164
[@2.0.86175868@]19,40.11417,-88.179294,408,"1131.9934357062868",6,#9F6164
[@2.0.86175868@]19,40.114166,-88.179271,409,"1133.9972274089123",6,#9F6164
[@2.0.86175868@]19,40.114162,-88.179248,410,"1136.0010191115377",6,#9F6164
[@2.0.86175868@]19,40.114158,-88.179225,411,"1138.0048108141632",6,#9F6164
[@2.0.86175868@]19,40.114154,-88.179203,412,"1139.9260306987733",6,#9F6164
[@2.0.86175868@]19,40.114151,-88.179178,413,"1142.0771609316696",6,#9F6164
[@2.0.86175868@]19,40.114148,-88.179153,414,"1144.228291164566",6,#9F6164
[@2.0.86175868@]19,40.114145,-88.179129,415,"1146.2940247734275",6,#9F6164
[@2.0.86175868@]19,40.114142,-88.179104,416,"1148.4430614484236",6,#9F6164
[@2.0.86175868@]19,40.114139,-88.17908,417,"1150.5087950572852",6,#9F6164
[@2.0.86175868@]19,40.114136,-88.179055,418,"1152.6557361328798",6,#9F6164
[@2.0.86175868@]19,40.114133,-88.17903,419,"1154.804772807876",6,#9F6164
[@2.0.86175868@]19,40.11413,-88.179006,420,"1156.8683262223478",6,#9F6164
[@2.0.86175868@]19,40.114126,-88.178982,421,"1158.955736538219",6,#9F6164
[@2.0.86175868@]19,40.114123,-88.178958,422,"1161.023648042898",6,#9F6164
[@2.0.86175868@]19,40.11412,-88.178935,423,"1163.0093872000612",6,#9F6164
[@2.0.86175868@]19,40.114117,-88.178911,424,"1165.0751208089227",6,#9F6164
[@2.0.86175868@]19,40.114114,-88.178888,425,"1167.0585918452348",6,#9F6164
[@2.0.86175868@]19,40.11411,-88.178864,426,"1169.146002161106",6,#9F6164
[@2.0.86175868@]19,40.114107,-88.17884,427,"1171.2117357699676",6,#9F6164
[@2.0.86175868@]19,40.114104,-88.178817,428,"1173.1952068062797",6,#9F6164
[@2.0.86175868@]19,40.114102,-88.178797,429,"1174.9083511023657",6,#9F6164
[@2.0.86175868@]19,40.114099,-88.178777,430,"1176.6423881741816",6,#9F6164
[@2.0.86175868@]19,40.114097,-88.178758,431,"1178.2748047653547",6,#9F6164
[@2.0.86175868@]19,40.114094,-88.178738,432,"1180.0088418371706",6,#9F6164
[@2.0.86175868@]19,40.114092,-88.178718,433,"1181.7219861332567",6,#9F6164
[@2.0.86175868@]19,40.11409,-88.178698,434,"1183.4351304293427",6,#9F6164
[@2.0.86175868@]19,40.114087,-88.178679,435,"1185.0840087806932",6,#9F6164
[@2.0.86175868@]19,40.114085,-88.178659,436,"1186.7971530767793",6,#9F6164
[@2.0.86175868@]19,40.114081,-88.178636,437,"1188.803189924874",6,#9F6164
[@2.0.86175868@]19,40.114078,-88.178614,438,"1190.7008356665751",6,#9F6164
[@2.0.86175868@]19,40.114074,-88.178592,439,"1192.6220555511852",6,#9F6164
[@2.0.86175868@]19,40.11407,-88.17857,440,"1194.540931054343",6,#9F6164
[@2.0.86175868@]19,40.114067,-88.178547,441,"1196.5266702115061",6,#9F6164
[@2.0.86175868@]19,40.114063,-88.178525,442,"1198.4478900961162",6,#9F6164
[@2.0.86175868@]19,40.114059,-88.178503,443,"1200.3691099807263",6,#9F6164
[@2.0.86175868@]19,40.114056,-88.17848,444,"1202.3525810170383",6,#9F6164
[@2.0.86175868@]19,40.114054,-88.178453,445,"1204.6572637625522",6,#9F6164
[@2.0.86175868@]19,40.114052,-88.178425,446,"1207.0463387063703",6,#9F6164
[@2.0.86175868@]19,40.114051,-88.178398,447,"1209.3431956814254",6,#9F6164
[@2.0.86175868@]19,40.114051,-88.17837,448,"1211.720938980599",6,#9F6164
[@2.0.86175868@]19,40.114051,-88.178328,449,"1215.2888157779564",6,#9F6164
[@2.0.86175868@]19,40.114052,-88.178286,450,"1218.8592149346232",6,#9F6164
[@2.0.86175868@]19,40.114054,-88.178244,451,"1222.4346534715773",6,#9F6164
[@2.0.86175868@]19,40.114057,-88.178202,452,"1226.0176377894265",6,#9F6164
[@2.0.86175868@]19,40.114058,-88.178173,453,"1228.484577253638",6,#9F6164
[@2.0.86175868@]19,40.11406,-88.178145,454,"1230.873652197456",6,#9F6164
[@2.0.86175868@]19,40.114062,-88.178117,455,"1233.2627271412741",6,#9F6164
[@2.0.86175868@]19,40.114063,-88.178057,456,"1238.363477466785",6,#9F6164
[@2.0.86175868@]19,40.114061,-88.17803,457,"1240.668160212299",6,#9F6164
[@2.0.86175868@]19,40.114059,-88.178001,458,"1243.1423875490032",6,#9F6164
[@2.0.86175868@]19,40.114058,-88.177972,459,"1245.6093270132146",6,#9F6164
[@2.0.86175868@]19,40.114057,-88.177952,460,"1247.3119287827433",6,#9F6164
[@2.0.86175868@]19,40.114055,-88.177933,461,"1248.9443453739163",6,#9F6164
[@2.0.86175868@]19,40.114054,-88.177915,462,"1250.477215633609",6,#9F6164
[@2.0.86175868@]19,40.114053,-88.177896,463,"1252.0957862020812",6,#9F6164
[@2.0.86175868@]19,40.114052,-88.177877,464,"1253.7171354345192",6,#9F6164
[@2.0.86175868@]19,40.11405,-88.177858,465,"1255.3495520256922",6,#9F6164
[@2.0.86175868@]19,40.114049,-88.177839,466,"1256.9681225941645",6,#9F6164
[@2.0.86175868@]19,40.114048,-88.17782,467,"1258.5894718266024",6,#9F6164
[@2.0.86175868@]19,40.114047,-88.177798,468,"1260.463246860317",6,#9F6164
[@2.0.86175868@]19,40.114046,-88.177776,469,"1262.3370218940315",6,#9F6164
[@2.0.86175868@]19,40.114045,-88.177754,470,"1264.210796927746",6,#9F6164
[@2.0.86175868@]19,40.114044,-88.177733,471,"1266.0010323399997",6,#9F6164
[@2.0.86175868@]19,40.114044,-88.177711,472,"1267.8699966468196",6,#9F6164
[@2.0.86175868@]19,40.114043,-88.177689,473,"1269.743771680534",6,#9F6164
[@2.0.86175868@]19,40.114042,-88.177668,474,"1271.5314909490112",6,#9F6164
[@2.0.86175868@]19,40.114041,-88.177646,475,"1273.400455255831",6,#9F6164
[@2.0.86175868@]19,40.11404,-88.177622,476,"1275.4398727123491",6,#9F6164
[@2.0.86175868@]19,40.114039,-88.177599,477,"1277.3982210520123",6,#9F6164
[@2.0.86175868@]19,40.114038,-88.177576,478,"1279.3565693916755",6,#9F6164
[@2.0.86175868@]19,40.114037,-88.177552,479,"1281.400396404599",6,#9F6164
[@2.0.86175868@]19,40.114036,-88.177529,480,"1283.3587447442621",6,#9F6164
[@2.0.86175868@]19,40.114035,-88.177506,481,"1285.3193902675182",6,#9F6164
[@2.0.86175868@]19,40.114034,-88.177482,482,"1287.3632172804416",6,#9F6164
[@2.0.86175868@]19,40.114033,-88.177459,483,"1289.3215656201048",6,#9F6164
[@2.0.86175868@]19,40.114032,-88.177433,484,"1291.5345818267683",6,#9F6164
[@2.0.86175868@]19,40.114031,-88.177408,485,"1293.6604532946728",6,#9F6164
[@2.0.86175868@]19,40.11403,-88.177383,486,"1295.7863247625774",6,#9F6164
[@2.0.86175868@]19,40.114029,-88.177358,487,"1297.9121962304819",6,#9F6164
[@2.0.86175868@]19,40.114028,-88.177332,488,"1300.1252124371454",6,#9F6164
[@2.0.86175868@]19,40.114027,-88.177307,489,"1302.2532002534763",6,#9F6164
[@2.0.86175868@]19,40.114026,-88.177282,490,"1304.3790717213808",6,#9F6164
[@2.0.86175868@]19,40.114025,-88.177256,491,"1306.5900529701826",6,#9F6164
[@2.0.86175868@]19,40.114024,-88.177237,492,"1308.2086235386548",6,#9F6164
[@2.0.86175868@]19,40.114023,-88.177218,493,"1309.8299727710928",6,#9F6164
[@2.0.86175868@]19,40.114022,-88.177199,494,"1311.4513220035308",6,#9F6164
[@2.0.86175868@]19,40.114021,-88.17718,495,"1313.0726712359688",6,#9F6164
[@2.0.86175868@]19,40.11402,-88.177161,496,"1314.6940204684067",6,#9F6164
[@2.0.86175868@]19,40.114019,-88.177141,497,"1316.3966222379354",6,#9F6164
[@2.0.86175868@]19,40.114018,-88.177122,498,"1318.0151928064076",6,#9F6164
[@2.0.86175868@]19,40.114017,-88.177103,499,"1319.6365420388456",6,#9F6164
[@2.0.86175868@]19,40.114011,-88.17694,500,"1333.5059179590558",6,#9F6164
[@2.0.86175868@]19,40.114005,-88.176761,501,"1348.733859958928",6,#9F6164
[@2.0.86175868@]19,40.114003,-88.176715,502,"1352.650556638254",6,#9F6164
[@2.0.86175868@]19,40.114001,-88.17667,503,"1356.4824386229272",6,#9F6164
[@2.0.86175868@]19,40.114,-88.176624,504,"1360.394535539446",6,#9F6164
[@2.0.86175868@]19,40.113998,-88.176579,505,"1364.2252426407604",6,#9F6164
[@2.0.86175868@]19,40.113997,-88.176556,506,"1366.1835909804236",6,#9F6164
[@2.0.86175868@]19,40.113996,-88.176533,507,"1368.1419393200867",6,#9F6164
[@2.0.86175868@]19,40.113995,-88.17651,508,"1370.10028765975",6,#9F6164
[@2.0.86175868@]19,40.113994,-88.176487,509,"1372.0586359994131",6,#9F6164
[@2.0.86175868@]19,40.113993,-88.176465,510,"1373.9324110331277",6,#9F6164
[@2.0.86175868@]19,40.113992,-88.176442,511,"1375.8907593727909",6,#9F6164
[@2.0.86175868@]19,40.113991,-88.176419,512,"1377.849107712454",6,#9F6164
[@2.0.86175868@]19,40.11399,-88.176396,513,"1379.8074560521172",6,#9F6164
[@2.0.86175868@]19,40.113988,-88.176346,514,"1384.062373905309",6,#9F6164
[@2.0.86175868@]19,40.113986,-88.176295,515,"1388.4031737286612",6,#9F6164
[@2.0.86175868@]19,40.113984,-88.176245,516,"1392.658091581853",6,#9F6164
[@2.0.86175868@]19,40.113982,-88.176195,517,"1396.914067214515",6,#9F6164
[@2.0.86175868@]19,40.11398,-88.176148,518,"1400.9149057340792",6,#9F6164
[@2.0.86175868@]19,40.113978,-88.176102,519,"1404.8304529792854",6,#9F6164
[@2.0.86175868@]19,40.113976,-88.176056,520,"1408.7471496586115",6,#9F6164
[@2.0.86175868@]19,40.113975,-88.176009,521,"1412.7434852633899",6,#9F6164
[@2.0.86175868@]19,40.113974,-88.175985,522,"1414.7851086885967",6,#9F6164
[@2.0.86175868@]19,40.113973,-88.175962,523,"1416.7434570282599",6,#9F6164
[@2.0.86175868@]19,40.113973,-88.175938,524,"1418.782874484778",6,#9F6164
[@2.0.86175868@]19,40.113972,-88.175915,525,"1420.7412228244411",6,#9F6164
[@2.0.86175868@]19,40.113971,-88.175891,526,"1422.7850498373646",6,#9F6164
[@2.0.86175868@]19,40.11397,-88.175867,527,"1424.828876850288",6,#9F6164
[@2.0.86175868@]19,40.11397,-88.175844,528,"1426.7872251899512",6,#9F6164
[@2.0.86175868@]19,40.113969,-88.175821,529,"1428.7455735296144",6,#9F6164
[@2.0.86175868@]19,40.113967,-88.175778,530,"1432.4068497376202",6,#9F6164
[@2.0.86175868@]19,40.113966,-88.175736,531,"1435.977248894287",6,#9F6164
[@2.0.86175868@]19,40.113964,-88.175694,532,"1439.552687431241",6,#9F6164
[@2.0.86175868@]19,40.113962,-88.175652,533,"1443.1293847038573",6,#9F6164
[@2.0.86175868@]19,40.113961,-88.175635,534,"1444.5808046038803",6,#9F6164
[@2.0.86175868@]19,40.11396,-88.175619,535,"1445.9426216146835",6,#9F6164
[@2.0.86175868@]19,40.113959,-88.175603,536,"1447.3044386254867",6,#9F6164
[@2.0.86175868@]19,40.113959,-88.175587,537,"1448.6662556362899",6,#9F6164
[@2.0.86175868@]19,40.113958,-88.175571,538,"1450.028072647093",6,#9F6164
[@2.0.86175868@]19,40.113957,-88.175555,539,"1451.3898896578962",6,#9F6164
[@2.0.86175868@]19,40.113956,-88.175539,540,"1452.7517066686994",6,#9F6164
[@2.0.86175868@]19,40.113956,-88.175522,541,"1454.1937925818736",6,#9F6164
[@2.0.86175868@]19,40.113954,-88.175502,542,"1455.9069368779597",6,#9F6164
[@2.0.86175868@]19,40.113954,-88.175481,543,"1457.6921364562932",6,#9F6164
[@2.0.86175868@]19,40.113953,-88.17546,544,"1459.4798557247702",6,#9F6164
[@2.0.86175868@]19,40.113952,-88.17544,545,"1461.182457494299",6,#9F6164
[@2.0.86175868@]19,40.113951,-88.175419,546,"1462.970176762776",6,#9F6164
[@2.0.86175868@]19,40.11395,-88.175398,547,"1464.7553763411095",6,#9F6164
[@2.0.86175868@]19,40.113949,-88.175378,548,"1466.4579781106381",6,#9F6164
[@2.0.86175868@]19,40.113948,-88.175357,549,"1468.2456973791152",6,#9F6164
[@2.0.86175868@]19,40.113946,-88.175331,550,"1470.4668347734619",6,#9F6164
[@2.0.86175868@]19,40.113945,-88.175304,551,"1472.763691748517",6,#9F6164
[@2.0.86175868@]19,40.113943,-88.175278,552,"1474.9828016322683",6,#9F6164
[@2.0.86175868@]19,40.113941,-88.175252,553,"1477.203939026615",6,#9F6164
[@2.0.86175868@]19,40.11394,-88.175225,554,"1479.50079600167",6,#9F6164
[@2.0.86175868@]19,40.113938,-88.175199,555,"1481.7199058854214",6,#9F6164
[@2.0.86175868@]19,40.113936,-88.175172,556,"1484.0245886309353",6,#9F6164
[@2.0.86175868@]19,40.113935,-88.175146,557,"1486.2335330472008",6,#9F6164
[@2.0.86175868@]19,40.113933,-88.175118,558,"1488.6207231189749",6,#9F6164
[@2.0.86175868@]19,40.113932,-88.17509,559,"1491.0022496238807",6,#9F6164
[@2.0.86175868@]19,40.11393,-88.175062,560,"1493.3913245676988",6,#9F6164
[@2.0.86175868@]19,40.113929,-88.175034,561,"1495.7728510726047",6,#9F6164
[@2.0.86175868@]19,40.113927,-88.175006,562,"1498.1638094025598",6,#9F6164
[@2.0.86175868@]19,40.113926,-88.174978,563,"1500.5453359074656",6,#9F6164
[@2.0.86175868@]19,40.113924,-88.17495,564,"1502.9344108512837",6,#9F6164
[@2.0.86175868@]19,40.113923,-88.174922,565,"1505.3159373561896",6,#9F6164
[@2.0.86175868@]19,40.113919,-88.174866,566,"1510.0959710010004",6,#9F6164
[@2.0.86175868@]19,40.113916,-88.17481,567,"1514.8665784216018",6,#9F6164
[@2.0.86175868@]19,40.113912,-88.174754,568,"1519.6466120664127",6,#9F6164
[@2.0.86175868@]19,40.113908,-88.174698,569,"1524.4266457112235",6,#9F6164
[@2.0.86175868@]19,40.113904,-88.17464,570,"1529.3751003846319",6,#9F6164
[@2.0.86175868@]19,40.1139,-88.174581,571,"1534.4092294307543",6,#9F6164
[@2.0.86175868@]19,40.113895,-88.174523,572,"1539.3685878001008",6,#9F6164
[@2.0.86175868@]19,40.113891,-88.174465,573,"1544.3170424735092",6,#9F6164
[@2.0.86175868@]19,40.113886,-88.174406,574,"1549.3627822292087",6,#9F6164
[@2.0.86175868@]19,40.113881,-88.174348,575,"1554.3239555513587",6,#9F6164
[@2.0.86175868@]19,40.113877,-88.17429,576,"1559.272410224767",6,#9F6164
[@2.0.86175868@]19,40.113872,-88.174231,577,"1564.3163654570665",6,#9F6164
[@2.0.86175868@]19,40.113867,-88.174161,578,"1570.2901831867496",6,#9F6164
[@2.0.86175868@]19,40.113861,-88.174091,579,"1576.2760449160178",6,#9F6164
[@2.0.86175868@]19,40.113855,-88.174021,580,"1582.261906645286",6,#9F6164
[@2.0.86175868@]19,40.11385,-88.173951,581,"1588.235724374969",6,#9F6164
[@2.0.86175868@]19,40.113844,-88.173878,582,"1594.4763539096539",6,#9F6164
[@2.0.86175868@]19,40.113838,-88.173806,583,"1600.632744879572",6,#9F6164
[@2.0.86175868@]19,40.113831,-88.173734,584,"1606.8022827427944",6,#9F6164
[@2.0.86175868@]19,40.113825,-88.173661,585,"1613.0429122774792",6,#9F6164
[@2.0.86175868@]19,40.113819,-88.173603,586,"1618.0167717256388",6,#9F6164
[@2.0.86175868@]19,40.113814,-88.173545,587,"1622.9761300949854",6,#9F6164
[@2.0.86175868@]19,40.113809,-88.173487,588,"1627.9363960237445",6,#9F6164
[@2.0.86175868@]19,40.113803,-88.173429,589,"1632.910255471904",6,#9F6164
[@2.0.86175868@]19,40.113796,-88.173364,590,"1638.4897857546264",6,#9F6164
[@2.0.86175868@]19,40.113789,-88.173299,591,"1644.0685092221781",6,#9F6164
[@2.0.86175868@]19,40.113783,-88.173235,592,"1649.5479099578708",6,#9F6164
[@2.0.86175868@]19,40.113777,-88.17317,593,"1655.1112817059895",6,#9F6164
[@2.0.86175868@]19,40.113776,-88.173156,594,"1656.30393356114",6,#9F6164
[@2.0.86175868@]19,40.113818,-88.173154,595,"1660.9734532827852",6,#9F6164
[@2.0.86175868@]19,40.113857,-88.173147,596,"1665.3473106027368",6,#9F6164
[@2.0.86175868@]19,40.113895,-88.173141,597,"1669.6011704134273",6,#9F6164
[@2.0.86175868@]19,40.113934,-88.173134,598,"1673.9760567552305",6,#9F6164
[@2.0.86175868@]19,40.113975,-88.173127,599,"1678.5717300630545",6,#9F6164
[@2.0.86175868@]19,40.114017,-88.17312,600,"1683.277738464038",6,#9F6164
[@2.0.86175868@]19,40.114059,-88.173114,601,"1687.9741720669015",6,#9F6164
[@2.0.86175868@]19,40.114101,-88.173109,602,"1692.6610113112195",6,#9F6164
[@2.0.86175868@]19,40.114115,-88.173108,603,"1694.2200863795445",6,#9F6164
[@2.0.86175868@]19,40.114129,-88.173107,604,"1695.7791614478695",6,#9F6164
[@2.0.86175868@]19,40.114143,-88.173106,605,"1697.3382365161945",6,#9F6164
[@2.0.86175868@]19,40.114157,-88.173106,606,"1698.891526499381",6,#9F6164
[@2.0.86175868@]19,40.1141582,-88.173106,607,"1699.0257103166057",6,#9F6164
[@2.0.86175868@]19,40.11415833,-88.173105,608,"1699.1598941338304",6,#9F6164
