stop_id,stop_lat,stop_lon
BTSLRMN:2,40.11747833,-88.18946
GRDBTZ:3,40.11709,-88.18391667
SMITH150:3,40.11416667000001,-88.17947167
150DOD:5,40.11415833,-88.173105
150UNI:4,40.11654167,-88.18384
150DALE:3,40.11450333,-88.18084833
GRD:1,40.11706,-88.18638167
